nacchoid,link from,link to,state,Notes
MA093,Fitchburg Health Department,MA320,MA,
MA093,Fitchburg Health Department,MA330,MA,
MA100,Gardner Health Department/Board of Health,MA049,MA,
MA100,Gardner Health Department/Board of Health,MA152,MA,
MA100,Gardner Health Department/Board of Health,MA093,MA,
MA100,Gardner Health Department/Board of Health,MA192,MA,
MA100,Gardner Health Department/Board of Health,MA330,MA,
MA109,Great Barrington Health Department,Berkshire Public Health Alliance,MA,"This is a community group, not an LHD, remove"
MA109,Great Barrington Health Department,MA288,MA,
MA109,Great Barrington Health Department,MA327,MA,
MA117,Hanover Board of Health,MA117,MA,
MA127,Winthrop Health Department,BPHC,MA,
MA127,Winthrop Health Department,MA051,MA,
MA127,Winthrop Health Department,MA241,MA,
MA137,Yarmouth Health Department,MA016,MA,
MA139,Holyoke Health Department,MA055,MA,
MA139,Holyoke Health Department,MA210,MA,
MA139,Holyoke Health Department,MA265,MA,
MA141,Hopkinton Health Department,MA138,MA,
MA141,Hopkinton Health Department,MA350,MA,
MA141,Hopkinton Health Department,MA172,MA,
MA141,Hopkinton Health Department,MA292,MA,
MA141,Hopkinton Health Department,MA316,MA,
MA143,Hudson Health Department,MA098,MA,
MA143,Hudson Health Department,MA043,MA,
MA143,Hudson Health Department,MA165,MA,
MA143,Hudson Health Department,MA208,MA,
MA146,Ipswich Board of Health,MA007,MA,
MA146,Ipswich Board of Health,MA179,MA,
MA146,Ipswich Board of Health,MA251,MA,
MA146,Ipswich Board of Health,MA311,MA,
MA152,Leominster Health Department,MA012,MA,
MA152,Leominster Health Department,MA093,MA,
MA152,Leominster Health Department,MA100,MA,
MA152,Leominster Health Department,MA233,MA,
MA152,Leominster Health Department,MA320,MA,
MA156,Longmeadow Board of Health,MA043,MA,
MA156,Longmeadow Board of Health,MA005,MA,
MA156,Longmeadow Board of Health,MA313,MA,
MA157,City of Lowell Health Department,MA050,MA,
MA157,City of Lowell Health Department,MA075,MA,
MA157,City of Lowell Health Department,MA284,MA,
MA157,City of Lowell Health Department,MA318,MA,
MA164,Marblehead Health Department,MA348,MA,
MA164,Marblehead Health Department,MA159,MA,
MA164,Marblehead Health Department,MA222,MA,
MA164,Marblehead Health Department,MA250,MA,
MA164,Marblehead Health Department,MA280,MA,
MA165,Marlborough Health Department,MA014,MA,
MA165,Marlborough Health Department,MA143,MA,
MA165,Marlborough Health Department,MA330,MA,
MA165,Marlborough Health Department,MA208,MA,
MA165,Marlborough Health Department,MA267,MA,
MA166,Marshfield Health Department,MA079,MA,
MA166,Marshfield Health Department,MA128,MA,
MA166,Marshfield Health Department,MA212,MA,
MA166,Marshfield Health Department,MA232,MA,
MA166,Marshfield Health Department,MA256,MA,
MA178,Middlefield Health Department,MA085,MA,
MA182,Millis Board of Health,MA193,MA,
MA182,Millis Board of Health,MA213,MA,
MA182,Millis Board of Health,MA296,MA,
MA184,Milton Health Department,MA184,MA,
MA188,Montgomery Health Department,MA145,MA,
MA188,Montgomery Health Department,MA317,MA,
MA190,Nahant Board of Health,MA032,MA,
MA190,Nahant Board of Health,MA159,MA,
MA190,Nahant Board of Health,MA171,MA,
MA190,Nahant Board of Health,MA179,MA,
MA190,Nahant Board of Health,MA222,MA,
MA193,Natick Board of Health,MA350,MA,
MA193,Natick Board of Health,MA013,MA,
MA193,Natick Board of Health,MA040,MA,
MA193,Natick Board of Health,MA153,MA,
MA193,Natick Board of Health,MA201,MA,
MA194,Needham Health Department,MA010,MA,
MA194,Needham Health Department,MA040,MA,
MA194,Needham Health Department,MA043,MA,
MA194,Needham Health Department,MA201,MA,
MA194,Needham Health Department,MA213,MA,
MA205,North Attleboro Health Department,MA013,MA,
MA205,North Attleboro Health Department,MA163,MA,
MA205,North Attleboro Health Department,MA211,MA,
MA205,North Attleboro Health Department,MA230,MA,
MA213,Norwood Board of Health,MA069,MA,
MA213,Norwood Board of Health,MA323,MA,
MA213,Norwood Board of Health,MA194,MA,
MA213,Norwood Board of Health,MA296,MA,
MA213,Norwood Board of Health,MA333,MA,
MA223,Pembroke Board of Health,MA015,MA,
MA223,Pembroke Board of Health,MA112,MA,
MA223,Pembroke Board of Health,MA133,MA,
MA223,Pembroke Board of Health,MA079,MA,
MA223,Pembroke Board of Health,MA177,MA,
MA230,Plainville Health Department,MA013,MA,
MA230,Plainville Health Department,MA097,MA,
MA230,Plainville Health Department,MA193,MA,
MA230,Plainville Health Department,MA305,MA,
MA234,Provincetown Health Department,MA071,MA,
MA234,Provincetown Health Department,MA016,MA,
MA234,Provincetown Health Department,MA217,MA,
MA234,Provincetown Health Department,MA289,MA,
MA234,Provincetown Health Department,MA306,MA,
MA236,Quincy Health Department,MA030,MA,
MA236,Quincy Health Department,"MA034
",MA,
MA236,Quincy Health Department,MA043,MA,
MA236,Quincy Health Department,MA184,MA,
MA236,Quincy Health Department,MA324,MA,
MA238,Raynham Health Department,MA282,MA,
MA238,Raynham Health Department,MA049,MA,
MA238,Raynham Health Department,MA086,MA,
MA238,Raynham Health Department,MA253,MA,
MA238,Raynham Health Department,MA137,MA,
MA240,Rehoboth Health Department,MA013,MA,
MA240,Rehoboth Health Department,MA072,MA,
MA240,Rehoboth Health Department,MA163,MA,
MA240,Rehoboth Health Department,MA257,MA,
MA240,Rehoboth Health Department,MA281,MA,
MA241,Revere Health Department,MA051,MA,
MA241,Revere Health Department,MA127,MA,
MA241,Revere Health Department,MA254,MA,
MA247,Royalston Board Health Department,MA012,MA,
MA247,Royalston Board Health Department,MA093,MA,
MA247,Royalston Board Health Department,MA100,MA,
MA247,Royalston Board Health Department,MA283,MA,
MA247,Royalston Board Health Department,MA330,MA,
MA248,Russell Health Department,MA317,MA,
MA248,Russell Health Department,MA188,MA,
MA248,Russell Health Department,MA269,MA,
MA250,Salem Board of Health,MA348,MA,
MA250,Salem Board of Health,MA040,MA,
MA250,Salem Board of Health,MA159,MA,
MA250,Salem Board of Health,MA201,MA,
MA250,Salem Board of Health,MA222,MA,
MA256,Scituate Health Department,MA061,MA,
MA256,Scituate Health Department,MA166,MA,
MA256,Scituate Health Department,MA184,MA,
MA256,Scituate Health Department,MA212,MA,
MA256,Scituate Health Department,MA296,MA,
MA258,Sharon Health Department,MA350,MA,
MA258,Sharon Health Department,MA153,MA,
MA258,Sharon Health Department,MA030,MA,
MA258,Sharon Health Department,MA213,MA,
MA258,Sharon Health Department,MA222,MA,
MA267,Southbridge Health Department,MA014,MA,
MA267,Southbridge Health Department,MA316,MA,
MA267,Southbridge Health Department,MA330,MA,
MA269,Southwick Board of Health,MA005,MA,
MA269,Southwick Board of Health,MA265,MA,
MA269,Southwick Board of Health,MA268,MA,
MA269,Southwick Board of Health,MA313,MA,
MA269,Southwick Board of Health,MA317,MA,
MA282,Taunton Board of Health,MA013,MA,
MA282,Taunton Board of Health,MA193,MA,
MA282,Taunton Board of Health,MA238,MA,
MA283,Templeton Board of Health,MA093,MA,
MA283,Templeton Board of Health,MA100,MA,
MA283,Templeton Board of Health,MA152,MA,
MA283,Templeton Board of Health,MA012,MA,
MA285,Tisbury Board of Health,MA101,MA,
MA285,Tisbury Board of Health,MA056,MA,
MA285,Tisbury Board of Health,MA087,MA,
MA285,Tisbury Board of Health,MA214,MA,
MA285,Tisbury Board of Health,MA315,MA,
MA287,Topsfield Board of Health,MA032,MA,
MA287,Topsfield Board of Health,MA159,MA,
MA287,Topsfield Board of Health,MA179,MA,
MA287,Topsfield Board of Health,MA190,MA,
MA287,Topsfield Board of Health,MA222,MA,
MA294,Wakefield Health Department,MA171,MA,
MA294,Wakefield Health Department,MA179,MA,
MA294,Wakefield Health Department,MA201,MA,
MA296,Walpole Health Department,MA013,MA,
MA296,Walpole Health Department,MA040,MA,
MA296,Walpole Health Department,MA143,MA,
MA296,Walpole Health Department,MA213,MA,
MA296,Walpole Health Department,MA323,MA,
MA303,Wayland Health Department,MA063,MA,
MA303,Wayland Health Department,MA016,MA,
MA303,Wayland Health Department,MA179,MA,
MA303,Wayland Health Department,MA193,MA,
MA303,Wayland Health Department,MA277,MA,
MA304,Webster Health Department,MA077,MA,
MA304,Webster Health Department,MA316,MA,
MA304,Webster Health Department,MA267,MA,
MA305,Weston Health Department,MA153,MA,
MA305,Weston Health Department,MA193,MA,
MA305,Weston Health Department,MA296,MA,
MA305,Weston Health Department,MA297,MA,
MA305,Weston Health Department,MA333,MA,
MA306,Wellfleet Health Department,MA016,MA,
MA311,West Newbury Board of Health,MA311,MA,
MA313,West Springfield Health Department,MA005,MA,
MA313,West Springfield Health Department,MA055,MA,
MA313,West Springfield Health Department,MA110,MA,
MA313,West Springfield Health Department,MA210,MA,
MA313,West Springfield Health Department,MA220,MA,
MA317,Westfield Health Department,MA005,MA,
MA317,Westfield Health Department,MA139,MA,
MA317,Westfield Health Department,MA269,MA,
MA317,Westfield Health Department,MA288,MA,
MA317,Westfield Health Department,MA313,MA,
MA318,Westford Board of Health,MA030,MA,
MA318,Westford Board of Health,MA040,MA,
MA318,Westford Board of Health,MA043,MA,
MA318,Westford Board of Health,MA179,MA,
MA318,Westford Board of Health,MA201,MA,
MA323,Westwood Board of Health/Health Department,MA043,MA,
MA323,Westwood Board of Health/Health Department,MA069,MA,
MA323,Westwood Board of Health/Health Department,MA194,MA,
MA323,Westwood Board of Health/Health Department,MA213,MA,
MA323,Westwood Board of Health/Health Department,MA333,MA,
MA332,Montague Health Department,MA069,MA,
MA332,Montague Health Department,MA110,MA,
MA348,City of Beverly Health Department,MA067,MA,
MA348,City of Beverly Health Department,MA159,MA,
MA348,City of Beverly Health Department,MA222,MA,
MA348,City of Beverly Health Department,MA250,MA,
MA348,City of Beverly Health Department,MA280,MA,
MA356,Wenham Health Department,MA032,MA,
MA356,Wenham Health Department,MA114,MA,
MA356,Wenham Health Department,MA179,MA,
MA356,Wenham Health Department,MA246,MA,
MA356,Wenham Health Department,MA287,MA,
MD002,Allegany County Health Department,MD011,MD,
MD002,Allegany County Health Department,MD013,MD,
MD002,Allegany County Health Department,MD012,MD,
MD002,Allegany County Health Department,MD023,MD,
MD002,Allegany County Health Department,MD025,MD,
MD003,Anne Arundel County Department of Health,MD012,MD,
MD003,Anne Arundel County Department of Health,MD015,MD,
MD003,Anne Arundel County Department of Health,MD009,MD,
MD003,Anne Arundel County Department of Health,MD018,MD,
MD003,Anne Arundel County Department of Health,MD025,MD,
MD006,Calvert County Health Department,MD005,MD,
MD006,Calvert County Health Department,MD014,MD,
MD006,Calvert County Health Department,MD010,MD,
MD006,Calvert County Health Department,MD021,MD,
MD008,Carroll County Health Department,MD013,MD,
MD008,Carroll County Health Department,MD014,MD,
MD008,Carroll County Health Department,MD015,MD,
MD008,Carroll County Health Department,MD005,MD,
MD008,Carroll County Health Department,MD012,MD,
MD010,Charles County Health Department,MD006,MD,
MD010,Charles County Health Department,MD009,MD,
MD010,Charles County Health Department,MD016,MD,
MD010,Charles County Health Department,MD018,MD,
MD010,Charles County Health Department,MD021,MD,
MD011,Dorchester County Health Department,MD006,MD,
MD011,Dorchester County Health Department,MD013,MD,
MD011,Dorchester County Health Department,MD019,MD,
MD011,Dorchester County Health Department,MD020,MD,
MD011,Dorchester County Health Department,MD022,MD,
MD012,Frederick County Health Department,MD003,MD,
MD012,Frederick County Health Department,MD009,MD,
MD012,Frederick County Health Department,MD014,MD,
MD012,Frederick County Health Department,MD015,MD,
MD012,Frederick County Health Department,MD025,MD,
MD013,Garrett County Health Department,MD009,MD,
MD013,Garrett County Health Department,MD012,MD,
MD013,Garrett County Health Department,MD014,MD,
MD013,Garrett County Health Department,MD002,MD,
MD013,Garrett County Health Department,MD025,MD,
MD014,Harford County Health Department,MD012,MD,
MD014,Harford County Health Department,MD015,MD,
MD014,Harford County Health Department,MD009,MD,
MD014,Harford County Health Department,MD025,MD,
MD015,Howard County Health Department,MD006,MD,
MD015,Howard County Health Department,MD010,MD,
MD015,Howard County Health Department,MD012,MD,
MD015,Howard County Health Department,MD014,MD,
MD015,Howard County Health Department,MD003,MD,
MD017,Montgomery County Department of Health and Human Services,VA008,VA,
MD017,Montgomery County Department of Health and Human Services,VA036,VA,
MD017,Montgomery County Department of Health and Human Services,MD012,MD,
MD017,Montgomery County Department of Health and Human Services,MD005,MD,
MD017,Montgomery County Department of Health and Human Services,MD018,MD,
MD018,Prince George's County Health Department,MD003,MD,
MD018,Prince George's County Health Department,DC001,MD,
MD018,Prince George's County Health Department,MD015,MD,
MD018,Prince George's County Health Department,MD004,MD,
MD018,Prince George's County Health Department,MD017,MD,
MD020,Somerset County Health Department,MD010,MD,
MD020,Somerset County Health Department,MD013,MD,
MD020,Somerset County Health Department,MD011,MD,
MD020,Somerset County Health Department,MD024,MD,
MD020,Somerset County Health Department,MD025,MD,
MD021,St. Mary's County Health Department,MD006,MD,
MD021,St. Mary's County Health Department,MD012,MD,
MD021,St. Mary's County Health Department,MD013,MD,
MD021,St. Mary's County Health Department,MD014,MD,
MD021,St. Mary's County Health Department,MD010,MD,
MD022,Talbot County Health Department,MD007,MD,
MD022,Talbot County Health Department,MD011,MD,
MD022,Talbot County Health Department,MD016,MD,
MD022,Talbot County Health Department,MD019,MD,
MD024,Wicomico County Health Department,MD003,MD,
MD024,Wicomico County Health Department,MD011,MD,
MD024,Wicomico County Health Department,MD014,MD,
MD024,Wicomico County Health Department,MD025,MD,
MD024,Wicomico County Health Department,MD020,MD,
MD025,Worcester County Health Department,MD006,MD,
